KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,ëçêîÅAîNóÓÅuïsè⁄Åvä‹Çﬁ,ëçêîÇOÅ`ÇSçŒ,ëçêîÇTÅ`ÇXçŒ,ëçêîÇPÇOÅ`ÇPÇSçŒ,ëçêîÇPÇTÅ`ÇPÇXçŒ,ëçêîÇQÇOÅ`ÇQÇSçŒ,ëçêîÇQÇTÅ`ÇQÇXçŒ,ëçêîÇRÇOÅ`ÇRÇSçŒ,ëçêîÇRÇTÅ`ÇRÇXçŒ,ëçêîÇSÇOÅ`ÇSÇSçŒ,ëçêîÇSÇTÅ`ÇSÇXçŒ,ëçêîÇTÇOÅ`ÇTÇSçŒ,ëçêîÇTÇTÅ`ÇTÇXçŒ,ëçêîÇUÇOÅ`ÇUÇSçŒ,ëçêîÇUÇTÅ`ÇUÇXçŒ,ëçêîÇVÇOÅ`ÇVÇSçŒ,ëçêîÇPÇTçŒñ¢ñû,ëçêîÇPÇTÅ`ÇUÇSçŒ,ëçêîÇUÇTçŒà»è„,ëçêîÇVÇTçŒà»è„,íjÇÃëçêîÅAîNóÓÅuïsè⁄Åvä‹Çﬁ,íjÇOÅ`ÇSçŒ,íjÇTÅ`ÇXçŒ,íjÇPÇOÅ`ÇPÇSçŒ,íjÇPÇTÅ`ÇPÇXçŒ,íjÇQÇOÅ`ÇQÇSçŒ,íjÇQÇTÅ`ÇQÇXçŒ,íjÇRÇOÅ`ÇRÇSçŒ,íjÇRÇTÅ`ÇRÇXçŒ,íjÇSÇOÅ`ÇSÇSçŒ,íjÇSÇTÅ`ÇSÇXçŒ,íjÇTÇOÅ`ÇTÇSçŒ,íjÇTÇTÅ`ÇTÇXçŒ,íjÇUÇOÅ`ÇUÇSçŒ,íjÇUÇTÅ`ÇUÇXçŒ,íjÇVÇOÅ`ÇVÇSçŒ,íjÇPÇTçŒñ¢ñû,íjÇPÇTÅ`ÇUÇSçŒ,íjÇUÇTçŒà»è„,íjÇVÇTçŒà»è„,èóÇÃëçêîÅAîNóÓÅuïsè⁄Åvä‹Çﬁ,èóÇOÅ`ÇSçŒ,èóÇTÅ`ÇXçŒ,èóÇPÇOÅ`ÇPÇSçŒ,èóÇPÇTÅ`ÇPÇXçŒ,èóÇQÇOÅ`ÇQÇSçŒ,èóÇQÇTÅ`ÇQÇXçŒ,èóÇRÇOÅ`ÇRÇSçŒ,èóÇRÇTÅ`ÇRÇXçŒ,èóÇSÇOÅ`ÇSÇSçŒ,èóÇSÇTÅ`ÇSÇXçŒ,èóÇTÇOÅ`ÇTÇSçŒ,èóÇTÇTÅ`ÇTÇXçŒ,èóÇUÇOÅ`ÇUÇSçŒ,èóÇUÇTÅ`ÇUÇXçŒ,èóÇVÇOÅ`ÇVÇSçŒ,èóÇPÇTçŒñ¢ñû,èóÇPÇTÅ`ÇUÇSçŒ,èóÇUÇTçŒà»è„,èóÇVÇTçŒà»è„
422021590,2,ç≤ê¢ï€és,íÜó¢í¨,0,,,1701,128,118,111,65,59,93,119,128,113,114,110,98,65,85,101,357,964,376,190,825,77,58,58,31,31,45,52,58,57,65,49,53,34,42,36,193,475,154,76,876,51,60,53,34,28,48,67,70,56,49,61,45,31,43,65,164,489,222,114
422021600,2,ç≤ê¢ï€és,óxêŒí¨,0,,,260,9,8,3,6,5,5,8,13,15,9,12,12,17,35,18,20,102,138,85,107,2,2,2,3,3,0,3,5,8,6,9,6,6,15,11,6,49,52,26,153,7,6,1,3,2,5,5,8,7,3,3,6,11,20,7,14,53,86,59
422021610,2,ç≤ê¢ï€és,ñqÇÃíní¨,0,,,423,12,17,13,14,15,12,21,20,28,24,19,24,30,32,56,42,207,172,84,198,7,12,4,6,4,7,11,10,15,13,7,9,15,18,22,23,97,76,36,225,5,5,9,8,11,5,10,10,13,11,12,15,15,14,34,19,110,96,48
422021620,2,ç≤ê¢ï€és,è¨êÏì‡í¨,0,,,116,1,0,4,4,6,0,3,2,5,11,5,11,9,15,16,5,56,55,24,51,1,0,3,1,1,0,1,1,2,3,3,5,5,7,7,4,22,25,11,65,0,0,1,3,5,0,2,1,3,8,2,6,4,8,9,1,34,30,13
422021630,2,ç≤ê¢ï€és,å‘ìcí¨,0,,,101,1,3,4,3,5,2,4,4,3,3,7,8,12,10,8,8,51,42,24,46,1,2,1,1,1,1,3,3,1,0,3,4,7,4,4,4,24,18,10,55,0,1,3,2,4,1,1,1,2,3,4,4,5,6,4,4,27,24,14
422021640,2,ç≤ê¢ï€és,îíêmìcí¨,0,,,176,3,4,5,3,4,11,4,5,6,5,12,20,19,23,20,12,89,75,32,88,3,3,2,1,0,9,2,3,3,1,5,7,13,15,12,8,44,36,9,88,0,1,3,2,4,2,2,2,3,4,7,13,6,8,8,4,45,39,23
422021650,2,ç≤ê¢ï€és,è\ï∂ñÏí¨,0,,,110,2,1,5,9,4,1,2,3,4,10,6,5,6,18,17,8,50,52,17,53,1,1,5,3,1,1,1,1,1,3,4,3,2,12,8,7,20,26,6,57,1,0,0,6,3,0,1,2,3,7,2,2,4,6,9,1,30,26,11
422021660,2,ç≤ê¢ï€és,äFê£í¨,0,,,1395,60,95,91,58,44,33,64,83,101,133,87,90,66,103,107,246,759,389,179,611,30,44,44,27,23,15,30,38,46,56,33,40,32,43,39,118,340,153,71,784,30,51,47,31,21,18,34,45,55,77,54,50,34,60,68,128,419,236,108
422021670,2,ç≤ê¢ï€és,ñÏíÜí¨,0,,,1398,67,46,51,52,28,63,76,72,67,96,65,77,98,124,105,164,694,532,303,621,36,22,23,24,12,24,33,31,33,39,31,34,46,65,48,81,307,226,113,777,31,24,28,28,16,39,43,41,34,57,34,43,52,59,57,83,387,306,190
422021680,2,ç≤ê¢ï€és,ìÌñÿí¨,0,,,244,8,9,11,6,9,5,11,9,13,16,16,19,18,24,25,28,122,94,45,119,5,3,10,3,8,1,5,4,5,6,8,9,8,12,14,18,57,44,18,125,3,6,1,3,1,4,6,5,8,10,8,10,10,12,11,10,65,50,27
422021690,2,ç≤ê¢ï€és,çïìáí¨,0,,,384,10,10,9,5,5,6,6,12,11,25,29,22,32,35,36,29,153,202,131,177,3,8,5,2,2,4,4,5,2,15,17,14,12,22,15,16,77,84,47,207,7,2,4,3,3,2,2,7,9,10,12,8,20,13,21,13,76,118,84
422021700,2,ç≤ê¢ï€és,ç]è„í¨,0,,,1270,24,35,46,32,34,37,47,50,56,57,57,65,60,90,119,105,495,670,461,539,8,17,21,7,19,20,23,22,33,26,34,37,29,52,60,46,250,243,131,731,16,18,25,25,15,17,24,28,23,31,23,28,31,38,59,59,245,427,330
422021710,2,ç≤ê¢ï€és,éwï˚í¨,0,,,1220,53,63,43,38,56,58,93,73,71,69,60,58,67,78,86,159,643,371,207,585,27,28,26,20,31,32,41,40,38,34,30,28,35,37,48,81,329,149,64,635,26,35,17,18,25,26,52,33,33,35,30,30,32,41,38,78,314,222,143
422021720,2,ç≤ê¢ï€és,óLïüí¨,0,,,3851,191,165,164,161,160,205,218,252,213,219,211,271,311,313,290,520,2221,1059,456,1832,107,79,80,82,68,106,89,133,101,107,96,130,153,154,137,266,1065,473,182,2019,84,86,84,79,92,99,129,119,112,112,115,141,158,159,153,254,1156,586,274
422021730,2,ç≤ê¢ï€és,êjîˆìåí¨,0,,,794,29,29,38,32,24,31,26,26,43,53,41,56,66,70,62,96,398,300,168,369,13,14,22,21,10,14,13,14,24,23,26,27,27,35,31,49,199,121,55,425,16,15,16,11,14,17,13,12,19,30,15,29,39,35,31,47,199,179,113
422021740,2,ç≤ê¢ï€és,êjîˆíÜí¨,0,,,610,22,35,30,24,15,18,24,24,25,38,28,45,68,42,50,87,309,213,121,282,11,15,14,9,9,9,12,13,11,21,10,20,36,22,23,40,150,91,46,328,11,20,16,15,6,9,12,11,14,17,18,25,32,20,27,47,159,122,75
422021750,2,ç≤ê¢ï€és,êjîˆêºí¨,0,,,605,14,22,25,21,14,17,19,27,27,35,30,38,54,47,57,61,282,262,158,274,6,12,14,12,6,11,10,16,10,18,14,18,26,31,26,32,141,101,44,331,8,10,11,9,8,6,9,11,17,17,16,20,28,16,31,29,141,161,114
422021760,2,ç≤ê¢ï€és,êjîˆñkí¨,0,,,356,9,15,27,10,13,9,7,15,19,23,14,23,20,41,37,51,153,152,74,178,4,6,17,8,6,5,2,8,11,7,8,14,13,18,22,27,82,69,29,178,5,9,10,2,7,4,5,7,8,16,6,9,7,23,15,24,71,83,45
422021770,2,ç≤ê¢ï€és,óMñÿå≥í¨,0,,,740,41,28,29,23,17,32,40,41,51,50,36,30,63,87,69,98,383,244,88,358,26,16,15,12,5,12,14,21,23,27,17,16,28,43,37,57,175,117,37,382,15,12,14,11,12,20,26,20,28,23,19,14,35,44,32,41,208,127,51
422021780,2,ç≤ê¢ï€és,è¨èMí¨,0,,,609,18,22,14,16,18,19,31,34,38,43,41,43,52,63,56,54,335,220,101,297,7,12,5,7,8,8,20,15,23,23,20,21,26,33,32,24,171,102,37,312,11,10,9,9,10,11,11,19,15,20,21,22,26,30,24,30,164,118,64
422021790,2,ç≤ê¢ï€és,ìõà‰í¨,0,,,216,6,9,7,8,5,7,14,11,12,8,17,13,23,27,17,22,118,76,32,107,4,5,2,5,3,5,6,5,5,4,6,5,12,13,11,11,56,40,16,109,2,4,5,3,2,2,8,6,7,4,11,8,11,14,6,11,62,36,16
422021800,2,ç≤ê¢ï€és,óMñÿí¨,0,,,1312,35,48,69,59,32,32,37,52,80,70,64,92,97,124,150,152,615,544,270,602,16,27,40,23,16,23,21,29,39,34,30,44,40,62,68,83,299,219,89,710,19,21,29,36,16,9,16,23,41,36,34,48,57,62,82,69,316,325,181
422021810,2,ç≤ê¢ï€és,è„óMñÿí¨,0,,,578,17,24,26,11,7,11,18,19,32,20,24,36,42,47,43,67,220,290,200,229,7,9,11,8,4,4,9,9,14,9,14,14,25,22,20,27,110,91,49,349,10,15,15,3,3,7,9,10,18,11,10,22,17,25,23,40,110,199,151
422021820,2,ç≤ê¢ï€és,êˆñÿí¨,0,,,146,7,9,7,6,0,6,2,6,12,9,8,8,8,20,13,23,65,58,25,73,4,6,3,3,0,2,2,3,6,5,5,4,4,11,5,13,34,26,10,73,3,3,4,3,0,4,0,3,6,4,3,4,4,9,8,10,31,32,15
422021830,2,ç≤ê¢ï€és,çÇâ‘í¨,0,,,134,6,9,6,6,1,1,7,7,9,5,6,7,11,16,15,21,60,53,22,59,4,4,1,1,0,0,3,3,4,3,4,5,2,9,10,9,25,25,6,75,2,5,5,5,1,1,4,4,5,2,2,2,9,7,5,12,35,28,16
422021840,2,ç≤ê¢ï€és,åÀÉñëqí¨,0,,,15,0,0,0,0,0,0,0,0,0,1,1,3,2,0,2,0,7,8,6,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,5,3,8,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,5,3,3
422021850,2,ç≤ê¢ï€és,ó¢î¸í¨,0,,,114,1,3,3,4,2,4,2,5,4,7,8,7,11,18,2,7,54,53,33,52,0,2,0,1,1,1,1,4,3,1,6,3,4,10,1,2,25,25,14,62,1,1,3,3,1,3,1,1,1,6,2,4,7,8,1,5,29,28,19
422021860,2,ç≤ê¢ï€és,êÏíJí¨,0,,,27,0,0,0,1,0,0,1,0,3,1,1,1,3,4,3,0,11,16,9,14,0,0,0,1,0,0,1,0,1,0,1,1,2,2,1,0,7,7,4,13,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,0,4,9,5
422021870,2,ç≤ê¢ï€és,â∫âFåÀí¨,0,,,50,0,1,1,0,0,2,1,1,2,3,0,6,8,6,8,2,23,25,11,26,0,1,0,0,0,0,1,0,2,3,0,3,4,5,3,1,13,12,4,24,0,0,1,0,0,2,0,1,0,0,0,3,4,1,5,1,10,13,7
422021880,2,ç≤ê¢ï€és,êSñÏí¨,0,,,110,1,6,8,5,3,5,2,3,7,10,7,10,2,11,13,15,54,41,17,50,1,3,6,2,1,2,2,2,2,4,5,5,1,3,6,10,26,14,5,60,0,3,2,3,2,3,0,1,5,6,2,5,1,8,7,5,28,27,12
422021890,2,ç≤ê¢ï€és,â°éËí¨,0,,,153,3,6,7,8,2,2,6,15,7,13,5,8,10,13,17,16,76,57,27,76,1,4,4,3,0,0,3,8,5,6,3,3,6,6,8,9,37,27,13,77,2,2,3,5,2,2,3,7,2,7,2,5,4,7,9,7,39,30,14
422021900,2,ç≤ê¢ï€és,ñÿå¥í¨,0,,,395,9,10,13,13,9,10,12,15,25,25,34,36,27,37,35,32,206,157,85,201,5,6,8,8,5,8,6,8,15,12,20,18,18,15,21,19,118,64,28,194,4,4,5,5,4,2,6,7,10,13,14,18,9,22,14,13,88,93,57
422021910,2,ç≤ê¢ï€és,ç]âií¨,0,,,208,7,12,5,9,2,2,8,15,15,10,10,11,11,17,21,24,93,91,53,103,4,7,4,4,0,1,5,7,8,5,4,7,4,10,9,15,45,43,24,105,3,5,1,5,2,1,3,8,7,5,6,4,7,7,12,9,48,48,29
422021920,2,ç≤ê¢ï€és,ãgïüí¨,0,,,126,0,6,4,7,6,2,3,4,6,5,10,11,11,12,14,10,65,51,25,54,0,3,2,1,4,2,1,1,2,2,4,8,1,7,7,5,26,23,9,72,0,3,2,6,2,0,2,3,4,3,6,3,10,5,7,5,39,28,16
422021930,2,ç≤ê¢ï€és,å˚ÇÃîˆí¨,0,,,312,12,18,23,10,9,11,15,15,23,15,21,11,23,27,24,53,153,98,47,150,6,7,14,3,2,6,9,4,15,8,13,4,11,13,12,27,75,43,18,162,6,11,9,7,7,5,6,11,8,7,8,7,12,14,12,26,78,55,29
422021940,2,ç≤ê¢ï€és,êVçsç]í¨,0,,,382,7,14,17,12,6,6,10,18,18,23,19,23,26,34,33,38,161,183,116,165,4,4,6,4,3,2,3,8,10,10,8,9,18,20,15,14,75,76,41,217,3,10,11,8,3,4,7,10,8,13,11,14,8,14,18,24,86,107,75
422021950,2,ç≤ê¢ï€és,éOêÏì‡ñ{í¨,0,,,553,30,34,35,21,18,31,37,39,41,41,25,19,26,37,44,99,298,156,75,254,15,17,16,14,6,15,16,15,15,24,13,9,13,17,21,48,140,66,28,299,15,17,19,7,12,16,21,24,26,17,12,10,13,20,23,51,158,90,47
422021960,2,ç≤ê¢ï€és,âñêZí¨,0,,,216,10,8,6,8,8,5,13,10,13,19,11,10,14,25,23,24,111,81,33,106,5,4,5,3,3,3,5,5,5,11,10,5,5,15,9,14,55,37,13,110,5,4,1,5,5,2,8,5,8,8,1,5,9,10,14,10,56,44,20
422021970,2,ç≤ê¢ï€és,êVë÷í¨,0,,,42,0,0,0,1,0,1,0,0,2,3,3,4,7,4,4,0,21,21,13,18,0,0,0,0,0,0,0,0,1,1,2,2,4,2,3,0,10,8,3,24,0,0,0,1,0,1,0,0,1,2,1,2,3,2,1,0,11,13,10
422021980,2,ç≤ê¢ï€és,éOêÏì‡í¨,0,,,464,8,10,22,15,9,15,14,15,21,26,30,26,36,59,51,40,207,217,107,231,5,6,15,7,4,8,11,5,6,18,17,13,16,34,27,26,105,100,39,233,3,4,7,8,5,7,3,10,15,8,13,13,20,25,24,14,102,117,68
422021990,2,ç≤ê¢ï€és,â∫ÇÃå¥í¨,0,,,107,2,3,1,4,1,3,8,1,4,5,9,9,6,14,8,6,50,51,29,47,0,3,0,1,1,2,5,0,2,3,4,4,2,5,5,3,24,20,10,60,2,0,1,3,0,1,3,1,2,2,5,5,4,9,3,3,26,31,19
422022000,2,ç≤ê¢ï€és,åKñÿèÍí¨,0,,,658,13,25,19,19,27,25,14,23,29,37,51,32,35,49,75,57,292,305,181,298,9,11,9,9,16,9,6,14,14,14,26,15,18,22,37,29,141,125,66,360,4,14,10,10,11,16,8,9,15,23,25,17,17,27,38,28,151,180,115
422022010,2,ç≤ê¢ï€és,ìÏïóçËí¨,0,,,1019,17,25,28,65,137,65,28,41,53,45,24,47,43,57,63,70,548,240,120,494,6,13,18,32,62,31,17,18,27,22,9,21,21,27,30,37,260,102,45,525,11,12,10,33,75,34,11,23,26,23,15,26,22,30,33,33,288,138,75
422022020,2,ç≤ê¢ï€és,èÈä‘í¨,0,,,359,10,15,11,10,5,9,11,22,8,29,16,18,27,29,47,36,155,168,92,169,4,8,4,4,4,5,6,11,1,16,5,10,14,17,21,16,76,77,39,190,6,7,7,6,1,4,5,11,7,13,11,8,13,12,26,20,79,91,53
422022030,2,ç≤ê¢ï€és,ê£ìπí¨,0,,,280,4,9,10,8,9,4,19,15,8,12,16,18,28,33,35,23,137,120,52,132,2,3,3,2,7,2,10,9,4,6,8,8,12,17,19,8,68,56,20,148,2,6,7,6,2,2,9,6,4,6,8,10,16,16,16,15,69,64,32
422022040,2,ç≤ê¢ï€és,îãç‚í¨,0,,,321,28,22,5,4,2,9,26,26,13,8,16,13,23,13,31,55,140,126,82,159,20,14,4,1,1,4,13,14,7,3,8,8,9,8,16,38,68,53,29,162,8,8,1,3,1,5,13,12,6,5,8,5,14,5,15,17,72,73,53
422022050,2,ç≤ê¢ï€és,âúéRí¨,0,,,238,5,11,7,9,10,9,9,6,14,5,19,24,15,24,24,23,120,95,47,117,3,5,4,5,5,6,6,4,7,2,8,7,9,15,12,12,59,46,19,121,2,6,3,4,5,3,3,2,7,3,11,17,6,9,12,11,61,49,28
422022060,2,ç≤ê¢ï€és,ã{í√í¨,0,,,448,4,13,14,26,9,8,11,23,20,37,41,19,41,43,56,31,235,182,83,227,2,5,4,14,4,6,9,17,9,18,25,9,24,22,27,11,135,81,32,221,2,8,10,12,5,2,2,6,11,19,16,10,17,21,29,20,100,101,51
422022070,2,ç≤ê¢ï€és,í∑î®í¨,0,,,394,5,14,15,22,4,8,5,18,28,19,29,25,34,28,49,34,192,168,91,189,3,10,9,10,3,6,3,8,14,11,14,14,18,14,19,22,101,66,33,205,2,4,6,12,1,2,2,10,14,8,15,11,16,14,30,12,91,102,58
422022080,2,ç≤ê¢ï€és,ç≤ê¢ï€ç`,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422022091,3,ç≤ê¢ï€és,ê£åÀâz,0,,,2591,98,166,243,156,72,80,99,160,207,260,196,174,148,138,124,507,1552,525,263,1210,48,87,123,87,34,37,47,79,93,120,96,86,55,75,52,258,734,214,87,1381,50,79,120,69,38,43,52,81,114,140,100,88,93,63,72,249,818,311,176
42202209101,4,ç≤ê¢ï€és,ê£åÀâzàÍíöñ⁄,0,,,1491,56,111,175,110,33,41,51,109,145,169,86,73,47,53,61,342,864,278,164,697,27,58,91,56,18,20,22,55,63,80,48,39,14,26,24,176,415,102,52,794,29,53,84,54,15,21,29,54,82,89,38,34,33,27,37,166,449,176,112
42202209103,4,ç≤ê¢ï€és,ê£åÀâzéOíöñ⁄,0,,,112,9,3,4,4,6,5,8,8,4,8,10,9,9,10,4,16,71,25,11,50,4,1,1,3,1,2,4,5,2,4,4,6,2,6,1,6,33,11,4,62,5,2,3,1,5,3,4,3,2,4,6,3,7,4,3,10,38,14,7
42202209104,4,ç≤ê¢ï€és,ê£åÀâzélíöñ⁄,0,,,988,33,52,64,42,33,34,40,43,58,83,100,92,92,75,59,149,617,222,88,463,17,28,31,28,15,15,21,19,28,36,44,41,39,43,27,76,286,101,31,525,16,24,33,14,18,19,19,24,30,47,56,51,53,32,32,73,331,121,57
422022092,3,ç≤ê¢ï€és,ê£åÀâz,0,,,2990,99,132,114,128,100,93,108,142,180,192,173,176,208,266,285,345,1500,1125,574,1302,54,70,44,46,43,42,52,62,95,82,71,85,101,117,122,168,679,440,201,1688,45,62,70,82,57,51,56,80,85,110,102,91,107,149,163,177,821,685,373
42202209202,4,ç≤ê¢ï€és,ê£åÀâzìÒíöñ⁄,0,,,1389,43,55,67,67,45,32,43,54,78,90,85,66,78,121,154,165,638,580,305,565,23,30,27,26,16,15,19,23,35,33,28,35,38,44,65,80,268,215,106,824,20,25,40,41,29,17,24,31,43,57,57,31,40,77,89,85,370,365,199
42202209203,4,ç≤ê¢ï€és,ê£åÀâzéOíöñ⁄,0,,,925,38,55,34,31,34,43,49,59,60,55,47,77,79,71,67,127,534,255,117,423,21,30,11,12,14,20,21,29,33,26,21,37,35,33,28,62,248,104,43,502,17,25,23,19,20,23,28,30,27,29,26,40,44,38,39,65,286,151,74
42202209204,4,ç≤ê¢ï€és,ê£åÀâzélíöñ⁄,0,,,676,18,22,13,30,21,18,16,29,42,47,41,33,51,74,64,53,328,290,152,314,10,10,6,8,13,7,12,10,27,23,22,13,28,40,29,26,163,121,52,362,8,12,7,22,8,11,4,19,15,24,19,20,23,34,35,27,165,169,100
422022131,2,ç≤ê¢ï€és,ëÅäÚ,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422022132,3,ç≤ê¢ï€és,ëÅäÚ,0,,,1681,79,94,66,69,72,65,67,89,132,142,123,97,83,106,111,239,939,493,276,743,47,48,24,25,31,28,33,33,60,69,58,46,41,47,44,119,424,197,106,938,32,46,42,44,41,37,34,56,72,73,65,51,42,59,67,120,515,296,170
42202213201,4,ç≤ê¢ï€és,ëÅäÚàÍíöñ⁄,0,,,756,40,54,37,31,30,21,40,49,71,67,57,45,34,37,42,131,445,176,97,326,19,30,14,11,10,7,22,18,31,32,29,19,17,16,17,63,196,67,34,430,21,24,23,20,20,14,18,31,40,35,28,26,17,21,25,68,249,109,63
42202213202,4,ç≤ê¢ï€és,ëÅäÚìÒíöñ⁄,0,,,721,34,32,24,29,34,35,22,32,51,59,51,32,32,51,57,90,377,248,140,321,24,13,8,10,17,16,10,12,24,28,22,18,15,23,20,45,172,101,58,400,10,19,16,19,17,19,12,20,27,31,29,14,17,28,37,45,205,147,82
42202213203,4,ç≤ê¢ï€és,ëÅäÚéOíöñ⁄,0,,,204,5,8,5,9,8,9,5,8,10,16,15,20,17,18,12,18,117,69,39,96,4,5,2,4,4,5,1,3,5,9,7,9,9,8,7,11,56,29,14,108,1,3,3,5,4,4,4,5,5,7,8,11,8,10,5,7,61,40,25
422022160,2,ç≤ê¢ï€és,å†èÌéõ,0,,,548,20,23,31,27,36,23,24,29,33,43,54,37,32,32,28,74,338,130,70,247,12,12,10,13,13,10,10,15,13,18,26,20,17,16,16,34,155,55,23,301,8,11,21,14,23,13,14,14,20,25,28,17,15,16,12,40,183,75,47
422022171,2,ç≤ê¢ï€és,çLìc,0,,,693,67,45,44,32,33,49,67,70,77,41,35,39,18,29,12,156,461,58,17,320,27,20,26,13,19,19,34,28,39,17,18,19,6,15,6,73,212,28,7,373,40,25,18,19,14,30,33,42,38,24,17,20,12,14,6,83,249,30,10
422022172,3,ç≤ê¢ï€és,çLìc,0,,,4751,224,257,281,283,333,255,279,284,315,371,289,277,279,283,256,762,2965,885,346,2245,116,135,131,142,152,106,137,128,138,179,136,133,133,128,122,382,1384,390,140,2506,108,122,150,141,181,149,142,156,177,192,153,144,146,155,134,380,1581,495,206
42202217201,4,ç≤ê¢ï€és,çLìcàÍíöñ⁄,0,,,1538,55,71,80,87,102,81,78,86,102,112,95,99,87,108,107,206,929,371,156,709,27,38,34,42,44,29,40,39,46,50,52,49,38,51,54,99,429,165,60,829,28,33,46,45,58,52,38,47,56,62,43,50,49,57,53,107,500,206,96
42202217202,4,ç≤ê¢ï€és,çLìcìÒíöñ⁄,0,,,159,3,6,9,11,7,6,6,12,11,12,9,4,5,12,15,18,83,52,25,77,3,4,3,5,2,4,5,7,5,5,3,2,2,5,7,10,40,24,12,82,0,2,6,6,5,2,1,5,6,7,6,2,3,7,8,8,43,28,13
42202217203,4,ç≤ê¢ï€és,çLìcéOíöñ⁄,0,,,2515,132,157,171,158,164,118,170,161,168,205,149,143,162,145,107,460,1598,365,113,1197,73,80,82,78,73,46,84,70,72,101,63,68,79,65,48,235,734,162,49,1318,59,77,89,80,91,72,86,91,96,104,86,75,83,80,59,225,864,203,64
42202217204,4,ç≤ê¢ï€és,çLìcélíöñ⁄,0,,,539,34,23,21,27,60,50,25,25,34,42,36,31,25,18,27,78,355,97,52,262,13,13,12,17,33,27,8,12,15,23,18,14,14,7,13,38,181,39,19,277,21,10,9,10,27,23,17,13,19,19,18,17,11,11,14,40,174,58,33
422022210,2,ç≤ê¢ï€és,é·í|ë‰í¨,0,,,1648,51,82,103,61,32,63,70,86,97,107,85,117,162,209,147,236,880,516,160,775,25,38,55,31,14,30,32,41,49,51,42,46,72,104,70,118,408,240,66,873,26,44,48,30,18,33,38,45,48,56,43,71,90,105,77,118,472,276,94
422022220,2,ç≤ê¢ï€és,êØòaë‰í¨,0,,,768,21,22,30,24,17,18,24,37,33,53,41,32,49,82,116,73,328,367,169,351,10,10,10,14,5,8,9,19,17,22,14,22,20,34,55,30,150,171,82,417,11,12,20,10,12,10,15,18,16,31,27,10,29,48,61,43,178,196,87
422022230,2,ç≤ê¢ï€és,ÉnÉEÉXÉeÉìÉ{ÉXí¨,0,,,764,19,15,15,98,161,12,21,16,37,47,65,64,42,46,43,49,563,134,45,239,10,5,6,10,12,1,9,7,17,19,29,26,20,21,17,21,150,59,21,525,9,10,9,88,149,11,12,9,20,28,36,38,22,25,26,28,413,75,24
422022240,2,ç≤ê¢ï€és,éOêÏì‡êVí¨,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422022250,2,ç≤ê¢ï€és,Ç‡Ç›Ç∂Ç™ãuí¨,0,,,2390,116,116,139,142,119,109,89,105,128,151,239,272,192,149,118,371,1546,465,198,1072,53,65,64,71,57,61,40,43,53,62,89,126,97,67,53,182,699,187,67,1318,63,51,75,71,62,48,49,62,75,89,150,146,95,82,65,189,847,278,131
422022260,2,ç≤ê¢ï€és,êVç`í¨,0,,,295,26,29,14,10,1,2,16,28,29,36,13,17,16,15,18,69,168,52,19,129,15,10,8,5,0,1,6,11,11,18,3,7,7,6,8,33,69,23,9,166,11,19,6,5,1,1,10,17,18,18,10,10,9,9,10,36,99,29,10
422022270,2,ç≤ê¢ï€és,ãgà‰í¨ëêÉmîˆ,0,,,39,2,2,1,1,0,0,0,7,2,2,0,1,5,6,6,5,18,16,4,21,1,0,1,1,0,0,0,3,2,1,0,1,2,4,3,2,10,9,2,18,1,2,0,0,0,0,0,4,0,1,0,0,3,2,3,3,8,7,2
422022280,2,ç≤ê¢ï€és,ãgà‰í¨ïüà‰,0,,,169,5,4,7,10,5,9,10,4,5,12,13,10,21,11,17,16,99,54,26,86,4,3,4,6,4,5,4,1,3,9,7,4,12,4,8,11,55,20,8,83,1,1,3,4,1,4,6,3,2,3,6,6,9,7,9,5,44,34,18
422022290,2,ç≤ê¢ï€és,ãgà‰í¨î¬îÛ,0,,,36,0,0,1,1,2,0,1,1,0,3,3,0,3,6,4,1,14,21,11,18,0,0,0,1,1,0,1,0,0,1,2,0,2,1,3,0,8,10,6,18,0,0,1,0,1,0,0,1,0,2,1,0,1,5,1,1,6,11,5
422022300,2,ç≤ê¢ï€és,ãgà‰í¨äÅñÿèÍ,0,,,100,0,4,5,6,1,0,3,6,3,7,4,6,11,12,13,9,47,44,19,47,0,2,3,1,0,0,2,3,2,4,2,2,6,6,5,5,22,20,9,53,0,2,2,5,1,0,1,3,1,3,2,4,5,6,8,4,25,24,10
